"added","datetime","NO","","0000-00-00 00:00:00",""
"comment","text","NO","","",""
"commenter_id","int(10) unsigned","NO","","",""
"front_page","enum('no','yes')","NO","","no",""
"id","int(10) unsigned","NO","PRI","","auto_increment"
"ip","varchar(255)","NO","","",""
"modified","datetime","NO","","",""
"product_id","int(10) unsigned","NO","","",""
"sort_order","int(10) unsigned","NO","","",""
"status","enum('new','moderation','spam','accepted')","NO","","new",""
