"description","text","NO","","",""
"full_size_image_id","int(10) unsigned","NO","","",""
"id","int(10) unsigned","NO","PRI","","auto_increment"
"name","varchar(255)","NO","","",""
"owner","varchar(255)","NO","","",""
"thumbnail_image_id","int(10) unsigned","NO","","",""
"url","varchar(255)","NO","","",""
