"email","varchar(255)","NO","","",""
"homepage_title","varchar(255)","NO","","",""
"id","int(10) unsigned","NO","PRI","","auto_increment"
"joined","datetime","NO","","0000-00-00 00:00:00",""
"name","varchar(255)","NO","","",""
"url","varchar(255)","NO","","",""
