"added","datetime","NO","","",""
"full_size_image_id","int(10) unsigned","NO","","",""
"id","int(10) unsigned","NO","PRI","","auto_increment"
"medium_size_image_id","int(10) unsigned","NO","","",""
"name","varchar(255)","NO","","",""
"thumbnail_image_id","int(10) unsigned","NO","","",""
